"Type","District or Type","School Name","Address","City","Grade","Zip Code","Phone","Website","Administrator"
"P","Private","St. John the Evangelist Catholic School","600 W. Ajo Way","Tucson"," PreK-8",85713,"624-7409 ext. 3019",,"Lourdes Amaro"
"P","Private","St. Joseph School","215 S. Craycroft Rd.","Tucson"," K-8",85711,"747-3060",,"Ellen Kwader-Murphy"
"P","Private","St. Michael's Parish Day School","602 N. Wilmot Rd.","Tucson"," K-8",85711,"722-8478","http://www.stmichael.net","Patrick Brown"
"P","Private","St. Odila School","7570 N. Paseo del Norte","Tucson","PreK-K",85704,"297-1123",,"Teresa Bier"
"P","Private","Sun and Shield Christian Academy","8811 W. Avra Valley Rd.","Marana"," K-12",85653,"682-3423","http://www.sunandshield.org","Amber Morris"
"P","Private","The Beginning School","4440 N. Campbell","Tucson","PreK-3",85718,"299-6066","http://www.stphilipstucson.org","Betsy Sales"
"P","Private","The Learning Lab","7400 N. Oracle #145","Tucson"," 7-12",85704,"797-1875",,"Mary Johnson"
"P","Private","Tucson Hebrew Academy","3888 E. River Rd.","Tucson"," 1-8",85718,"529-3888","http://www.tucsonhebrew.org","Bathea James"
"P","Private","Tuller School","5870 E. 14th St.","Tucson","PreK-8",85711,"747-1142","http://www.tullerschool.com","Nannette Akins-van Mun"
"P","Private","Turning Point School","200 E. Yavapai Rd.","Tucson"," 1-8",85705,"292-9300","http://www.turningpointschool.com","Nancy Von Wald"
"V","Charter","Arizona Virtual Academy",,,"K-8",0,"1-866-512-2273 x8130","http://www.azva.org",
"V","Charter","Chancellor Arizona Connections Academy",,,"K-8",0,"1-800-382-6010","http://www.connectionsacademy.com/state/home.asp?sid=az",
"V","Charter","Humanities and Sciences Academy Arizona",,,"9-12",0,"1-800-762-0010","http://www.humsci.org",
"V","Charter","Kids at Hope Online Academy",,,"9-12",0,"1-800-426-4952","http://www.kidsathope.com/west",
"V","Charter","Pinnacle Virtual High School",,,"9-12",0,"1-888-567-1844","http://www.pin-ed.com/pevs",
"V","Charter","Primavera-Online High School",,,"9-12",0,"1-877-877-4628","http://www.primavera-online.com",
"V","Charter","Sequoia Choice Arizona Distance Learning School",,,"K-12",0,"1-888-722-9351","http://www.scazdl.org",
,"Arizona State School for the Deaf and Blind","Arizona State School for the Deaf and Blind","1200 West Speedway Blvd.","Tucson","K-Age 22",85754,"770-3231","http://www.asdb.state.az.us/",
